name,records
Erodium cicutarium,7
Erynia ovispora,7
Erysiphe begoniicola,7
Erysiphe palczewskii,7
Erysiphe sedi,7
Eustilbum aureum,7
Eutypella alnifraga,7
Fagus sylvatica 'Pendula',7
Ficus carica,7
Flaviporus brownii,7
Frullania tamarisci,7
Fucus vesiculosus,7
Fuscidea lygaea,7
Fusicoccum,7
Galega,7
Galerina pallida,7
Galerina variibasidia,7
Gemmamyces piceae,7
Gentianella amarella,7
Geoglossum peckianum,7
Gloeosporium,7
Godronia callunigena,7
Gonatobotrys flavus,7
Hamatocanthoscypha,7
Haplographium bicolor,7
Hebeloma pseudofragilipes,7
Hebeloma subtortum,7
Helicodendron hyalinum,7
Helicogonium orbiliarum,7
Helminthosporium cespitosum,7
Helminthosporium fusiforme,7
Helminthosporium microsorum,7
Hemimycena gypsella,7
Herteliana gagei,7
Hohenbuehelia,7
Homostegia piggotii,7
Hyaloperonospora brassicae,7
Hydnellum velutinum,7
Hydnotrya confusa,7
Hygrocybe subpapillata,7
Hymenoscyphus vasaensis,7
Hypericum androsaemum x hircinum = H. x inodorum,7
Hypoderma,7
Hypotrachyna taylorensis,7
Ilex aquifolium x perado = I. x altaclerensis,7
Illosporium roseum,7
Infundibulicybe trulliformis,7
Inocybe furfurea,7
Inocybe goniopusio,7
Inocybe lacunarum,7
Inocybe pruinosa,7
Inocybe umbratica,7
Ionopezia gerardii,7
Isothecium myosuroides s.l.,7
Karlingiomyces marylandicus,7
Kerria japonica,7
Koeleria macrantha,7
Lachnum subnudipes,7
Lactarius badiosanguineus,7
Lactarius luridus,7
Lactarius plumbeus,7
Lactarius scoticus,7
Laetinaevia pustulata,7
Lasiobelonium lonicerae,7
Lepidoderma carestianum,7
Lepiota parvannulata,7
Lepista personata,7
Leptomitus lacteus,7
Leptopeltis pteridis,7
Leptostroma,7
Leptostroma osmundicola,7
Leucoagaricus medioflavoides,7
Levisticum officinale,7
Lewinskya affinis,7
Lichenodiplis lecanorae,7
Liliopsida,7
Lobularia maritima,7
Loculoascomycetes,7
Lophodermella sulcigena,7
Lophodermium aucupariae,7
Lulworthia rufa,7
Lycopus,7
Macrolepiota permixta,7
Marasmius minutus,7
Marasmius porreus,7
Marchantiopsida,7
Marssonina salicigena,7
Marssonina truncatula,7
Matricaria,7
Medicago,7
Melanohalea exasperatula,7
Melanoleuca rasilis,7
Melanospora brevirostris,7
Melanospora chionea,7
Menispora tortuosa,7
Microascus longirostris,7
Mirandina arnaudii,7
Mnium stellare,7
Moellerodiscus lentus,7
Mollisia rehmii,7
Monilinia fructicola,7
Morenoina festucae,7
Morenoina paludosa,7
Mortierella gamsii,7
Mycena parabolica,7
Mycoglaena myricae,7
Mycosphaerella octopetalae,7
Mycosphaerella peregrina,7
Mycosphaerella pyri,7
Mycothermus thermophilus,7
Myrioconium tenellum,7
Nagrajchalara inflatipes,7
Naucoria clavuligeroides,7
Nautosphaeria cristaminuta,7
Nectriella,7
Neocamarosporium obiones,7
Neofabraea vagabunda,7
Nothofagus dombeyi,7
Occultifur internus,7
Octospora alpestris,7
Olla aspera,7
Onobrychis viciifolia,7
Opegrapha rupestris,7
Ophioceras leptosporum,7
Oramasia hirsuta,7
Orbilia oxyspora,7
Orbilia rubrovacuolata,7
Otidea platyspora,7
Ovulinia azaleae,7
Oxyria digyna,7
Pachnocybe ferruginea,7
Parabagliettoa dufourii,7
Paradendryphiopsis cambrensis,7
Paraleptosphaeria praetermissa,7
Parascedosporium putredinis,7
Pedicularis sylvatica,7
Peltigera neckeri,7
Penicillium oxalicum,7
Penicillium taxi,7
Pezicula,7
Pezicula corylina,7
Peziza hortensis,7
Peziza sterigmatizans,7
Pezizella eriophori,7
Phaeoseptoria,7
Phaeosphaeria sowerbyi,7
Phaeosphaeria spartinae,7
Phaseolus,7
Phillyrea latifolia,7
Phlebia cornea,7
Phloeomana atropapillata,7
Phoma ammophilae,7
Phomopsis digitalis,7
Phomopsis glandicola,7
Phomopsis oncostoma,7
Phomopsis padina,7
Phomopsis platanoidis,7
Phyllachora therophila,7
Phyllosticta ruborum,7
Physarum confertum,7
Physarum oblatum,7
Phytophthora,7
Phytophthora erythroseptica,7
Piggotia coryli,7
Pilosella aurantiaca,7
Pinus cembra,7
Pirottaea,7
Pirottaea exilispora,7
Plagiostoma aesculi,7
Pleospora ambigua,7
Pluteus pseudorobertii,7
Podochytrium chitinophilum,7
Podosordaria pedunculata,7
Polemonium,7
Polystigma fulvum,7
Polytrichum formosum,7
Populus balsamifera x deltoides = P. x jackii,7
Poria vaporaria,7
Prismaria,7
Protoachlya hypogyna,7
Psathyrella dicrani,7
Psathyrella murcida,7
Psathyrella pellucidipes,7
Pseudapiospora corni,7
Pseudocercospora opuli,7
Pseudocyphellaria citrina,7
Pseudophacidium piceae,7
Puccinia albulensis,7
Puccinia anthoxanthina,7
Puccinia libanotidis,7
Pycnopeziza pachyderma,7
Pyracantha,7
Pyrenopeziza arundinacea,7
Pyrola,7
Quercus alba,7
Racomitrium,7
Ramalina canariensis,7
Ramichloridium,7
Ramularia anagallidis,7
Ramularia asteris,7
Ramularia spiraeae,7
Raphanus sativus,7
Rebentischia unicaudata,7
Remispora hamata,7
Remotididymella destructiva,7
Reticularia liceoides,7
Rhizocarpon,7
Rhizocarpon umbilicatum,7
Rhizophydium fugax,7
Rhizosphaera kalkhoffii,7
Rhodocybe,7
Rhodocybe caelata,7
Rhododendron arboreum,7
Rhodotarzetta euchroa,7
Roseodiscus equisetinus,7
Rubus biloensis,7
Russula amarissima,7
Russula betulae,7
Russula gilva,7
Russula helodes,7
Russula medullata,7
Russula olivascens,7
Russula rubroalba,7
Russula vinososordida,7
Russula violaceoides,7
Salicornia europaea,7
Salix triandra x viminalis = S. x mollissima,7
Sarcodon,7
Schizothecium aloides,7
Scutomollisia fimbriomarginata,7
Scytinium fragrans,7
Septonema secedens,7
Septoria brissaceana,7
Septoria chelidonii,7
Septoria dulcamarae,7
Septoria myricae,7
Septoria scutellariae,7
Septotrullula bacilligera,7
Sistotrema pyrosporum,7
Sistotremastrum suecicum,7
Solanum,7
Sparassis minoensis,7
Spergularia,7
Sphaceloma populi,7
Sphaerophorus fragilis,7
Spiculogloea minuta,7
Spirosphaera beverwijkiana,7
Splanchnonema loricatum,7
Spooneromyces asperula,7
Sporidesmium rubi,7
Sporormiella leporina,7
Sporormiella megalospora,7
Stagonospora gigaspora,7
Stagonospora paludosa,7
Stellaria,7
Stemphylium triglochinicola,7
Stenocybe septata,7
Stereocaulon condensatum,7
Stereum ochroleucum,7
Stomiopeltis,7
Sydowiella depressula,7
Symphyosirinia galii,7
Syntrichia ruralis,7
Tamarix,7
Tarzetta gaillardiana,7
Thamnolia vermicularis,7
Thanatephorus ochraceus,7
Thecotheus cinereus,7
Thraustochytrium aureum,7
Tomentella atrovirens,7
Toniniopsis bagliettoana,7
Tortula muralis,7
Tragopogon,7
Trematosphaeria hydrela,7
Triadelphia uniseptata,7
Trichoderma britdaniae,7
Trichoglossum rasum,7
Tricholoma aurantium,7
Tricholoma spermaticum,7
Trichothecium piriferum,7
Tricladium anomalum,7
Tuber macrosporum,7
Tubulicrinis sororius,7
Typhula subhyalina,7
Typhula trifolii,7
Typhula variabilis,7
Urocystis filipendulae,7
Urocystis sorosporioides,7
Urocystis ulmariae,7
Uromyces,7
Uromyces galegae,7
Valsa pini,7
Varicosporium,7
Venturia carpophila,7
Venturia palustris,7
Veronica spicata,7
Vuilleminia,7
Xanthocarpia ochracea,7
Xylopezia inclusa,7
Zignoella eutypoides,7
Zygosporium oscheoides,7
Abies cephalonica,6
Absidia cylindrospora,6
Absidia spinosa,6
Acaulospora nicolsonii,6
Acer saccharinum,6
Achlya ambisexualis,6
Achlya debaryana,6
Achlya orion,6
Aecidium,6
Alternaria botrytis,6
Alternaria maritima,6
Amanita pachyvolvata,6
Amblyosporium botrytis,6
Amphisphaerella xylostei,6
Amphisphaeria multipunctata,6
Anthostomella leptospora,6
Anthostomella tomicum,6
Apiognomonia erythrostoma,6
Apiorhynchostoma apiculatum,6
Arachnopeziza,6
Arachnopeziza leonina,6
Asaphomyces tubanticus,6
Ascochyta aquilegiae,6
Ascochyta teretiuscula,6
Ascochyta violae,6
Ascozonus cunicularius,6
Aspergillus terreus,6
Athallia cerinella,6
Bacidina adastra,6
Badhamia populina,6
Belonium,6
Belonopsis,6
Berberis darwinii,6
Blastenia ferruginea,6
Botryobasidium intertextum,6
Botrytis galanthina,6
Branta canadensis,6
Bryoria chalybeiformis,6
Buddleja globosa,6
Burgoa splendens,6
Calicium salicinum,6
Calocybe favrei,6
Calonectria ilicicola,6
Calycella terrestris,6
Calystegia sepium x silvatica = C. x lucana,6
Camarosporium rosae,6
Capronia pleiospora,6
Cardamine bulbifera,6
Carduus,6
Carex pallescens,6
Carex remota,6
Catenaria anguillulae,6
Celothelium ischnobelum,6
Ceramothyrium europaeum,6
Ceratosphaeria,6
Ceratostomella,6
Cercidiphyllum japonicum,6
Cercospora apii,6
Ceriosporopsis circumvestita,6
Chaenotheca chrysocephala,6
Chaetomium spirale,6
Chaetosphaeria,6
Cheilymenia oligotricha,6
Cheilymenia subhirsuta,6
Ciborinia camelliae,6
Cistella microspora,6
Cladochytrium aurantiacum,6
Cladonia rangiferina,6
Cladosporium tenuissimum,6
Clavaria asperulospora,6
Clavariadelphus ligula,6
Clematis viticella x lanuginosa = C. x jackmanii,6
Clitocybe nitriolens,6
Clitocybe ornamentalis,6
Clitopaxillus alexandri,6
Clitopilopsis hirneola,6
Coccinella septempunctata,6
Colletotrichum malvarum,6
Collybia multijuga,6
Comatricha rigidireta,6
Coniophora,6
Conioscypha hoehnelii,6
Conocybe antipus,6
Consolida ajacis,6
Convolvulus,6
Coprinopsis candidata,6
Coprinopsis pannucioides,6
Coprinus domesticus,6
Coprinus pseudolagopus,6
Coprotus argenteus,6
Coprotus luteus,6
Coronicium alboglaucum,6
Cortinarius albocyaneus,6
Cortinarius caesiocortinatus,6
Cortinarius caroviolaceus,6
Cortinarius eucaeruleus,6
Cortinarius fervidus,6
Cortinarius macropus,6
Cortinarius orichalceus,6
Cortinarius penicillatus,6
Corylus colurna,6
Corynespora,6
Cotoneaster frigidus,6
Crataegus douglasii,6
Cristinia mucida,6
Crocicreas,6
Cryptococcus,6
Cuphophyllus aurantius,6
Cylindrium,6
Cylindrocarpon aquaticum,6
Cystoagaricus sylvestris,6
Dacampia hookeri,6
Dacrymyces macnabbii,6
Dahlia x hortensis,6
Daldinia caldariorum,6
Dasyscyphus castaneus,6
Dasyscyphus ericinus,6
Davidiella dianthi,6
Delitschia patagonica,6
Dendrospora fusca,6
Dendrospora torulosa,6
Dendrothele sasae,6
Desmosorus oncidii,6
Diaporthe ailanthi,6
Diaporthe fibrosa,6
Diaporthe phaseolorum,6
Diaporthe syngenesia,6
Diaporthe varians,6
Dicellomyces scirpi,6
Dichotomopilus indicus,6
Dictyuchus sterilis,6
Didymella cerastii,6
Didymosphaeria,6
Diploceras hypericinum,6
Dispira cornuta,6
Durella suecica,6
Echinoderma efibulis,6
Echium plantagineum,6
Egonia cineracea,6
Elsinoe veneta,6
Endogone flammicorona,6
Endoperplexa subfarinacea,6
Entoloma babingtonii,6
Entoloma cyanulum,6
Entoloma rugosum,6
Entoloma viiduense,6
Entophlyctis lobata,6
Equisetum hyemale,6
Erica tetralix,6
Erinaceus europaeus,6
Euphrasia tetraquetra x confusa,6
Eutypa subtecta,6
Fagus orientalis,6
Fenestella fenestrata,6
Flammulaster fusisporus,6
Flavoparmelia soredians,6
Fraxinus ornus,6
Fuligo intermedia,6
Fumagospora capnodioides,6
Fusariella hughesii,6
Gaeumannomyces caricis,6
Geopyxis majalis,6
Geopyxis pulchra,6
Geotrichum,6
Globisporangium intermedium,6
Globisporangium splendens,6
Godronia urceolus,6
Golovinomyces longipes,6
Golovinomyces neosalviae,6
Gonapodya polymorpha,6
Graphiola phoenicis,6
Gyalecta truncigena,6
Gymnopilus,6
Gymnopilus neerlandicus,6
Gymnopus oreadoides,6
Gyoerffyella speciosa,6
Hadrotrichum virescens,6
Halosphaeria appendiculata,6
Harpographium fasciculatum,6
Hebeloma cylindrosporum,6
Hebeloma elatum,6
Hebeloma incarnatulum,6
"Hebeloma psammophilum non Hebeloma ammophilum Bohus, 1978",6
Helicodendron fuscum,6
Helicogonium mollisiophilum,6
Helleborus orientalis,6
Helotiales,6
Helvella bicolor,6
Helvella leucopus,6
Hemimycena cyphelloides,6
Hemitrichia pardina,6
Hendersonia epicalamia,6
Hepaticae,6
Heterodermia speciosa,6
Hyaloscypha variabilis,6
Hygrocybe constrictospora,6
Hygrocybe olivaceonigra,6
Hygrophorus carpini,6
Hygrophorus pudorinus,6
Hylastes opacus,6
Hymenoscyphus rhytidiadelphi,6
Hyphoderma orphanellum,6
Hyphodontia griseliniae,6
Hypnum cupressiforme,6
Hypohelion scirpinum,6
Hypomyces strigosus,6
Hysteropezizella lyngei,6
Inocybe glabrescens,6
Inocybe grammopodia,6
Inocybe huijsmanii,6
Inocybe knautiana,6
Inocybe obscura,6
Inocybe terrigena,6
Juglans nigra,6
Juncus trifidus,6
Kalmusia sarothamni,6
Kuehneromyces leucolepidotus,6
Lachnum pulverulentum,6
Lamiastrum,6
Larix decidua x kaempferi = L. x marschlinsii,6
Lasiosphaeria dactylina,6
Lecania naegelii,6
Lecanora argentata,6
Lecanora epanora,6
Lecidea plana,6
Leightoniomyces phillipsii,6
Lentinellus tridentinus,6
Lentithecium lineare,6
Lepidium draba,6
Lepidoderma trevelyanii,6
Lepiota brunneolilacea,6
Leprocaulon quisquiliare,6
Leptogium cochleatum,6
Leptogium cyanescens,6
Leptosphaeria albopunctata,6
Leptosphaeria haematites,6
Leptosporomyces crucelliger,6
Leptosporomyces raunkiaeri,6
Leratiomyces percevalii,6
Leucoagaricus gongylophorus,6
Leucobryum,6
Leucocoprinus caldariorum,6
Licea longa,6
Lichenoconium usneae,6
Limonium,6
Loramyces juncicola,6
Lyophyllum,6
Macrolepiota,6
Macropus,6
Malbranchea californiensis,6
Mallocybe heimii,6
Mallocybe malenconii,6
Marasmiellus,6
Marasmius saccharinus,6
Massalongia carnosa,6
Meconopsis,6
Melanohalea laciniatula,6
Melanotaenium cingens,6
Mellitiosporiella pulchella,6
Meloderma desmazieri,6
Merulicium fusisporum,6
Meruliporia pulverulenta,6
Microbotryum,6
Microbotryum majus,6
Micropeziza mollisioides,6
Microsebacina microbasidia,6
Moellerodiscus advenulus,6
Mollisia cinerascens,6
Mollisia dactyligluma,6
Mollisia rosae,6
Mollisia submelaena,6
Morchella purpurascens,6
Morenoina arundinariae,6
Morenoina pteridiicola,6
Musca domestica,6
Mycena atroalba,6
Mycena juniperina,6
Mycena luteoalba,6
Mycena tenuis,6
Mycena tenuispinosa,6
Mycetinis scorodonius,6
Mycocentrospora,6
Mycosphaerella asplenii,6
Mycosphaerella minor,6
Mycosphaerella ribis,6
Mycosphaerella salicicola,6
Myriospora rufescens,6
Myrothecium atroviride,6
Myxogastrea,6
Myxotrichum chartarum,6
Naucoria salicetorum,6
Nemania carbonacea,6
Niptera trichophoricola,6
Nodulosphaeria ulnospora,6
Nothofagus antarctica,6
Nymphaea,6
Ochrolechia szatalaensis,6
Octospora affinis,6
Octospora convexula,6
Olpidiopsis fusiformis,6
Ombrophila ambigua,6
Omphalia,6
Omphalia stellata,6
Opegrapha parasitica,6
Ophiobolus constrictus,6
Orbilia acuum,6
Orbilia aurantiorubra,6
Orbilia epipora,6
Orthoptera,6
Otidea grandis,6
Pachydisca brunnea,6
Parasola megasperma,6
Parthenocissus quinquefolia,6
Pectenia atlantica,6
Penicillium corylophilum,6
Penicillium janthinellum,6
Peronospora chrysosplenii,6
Peronospora knautiae,6
Peronospora polygoni-convolvuli,6
Pertusaria lactescens,6
Pestalozziella subsessilis,6
Petunia,6
Pezicula corticola,6
Peziza epixyla,6
Peziza ostracoderma,6
Peziza recedens,6
Peziza subrepanda,6
Pezizella albula,6
Phaeographis smithii,6
Phaeoisaria,6
Phaeospora rimosicola,6
Phallus duplicatus,6
Phleum,6
Phloeosporella,6
Phlyctochytrium aureliae,6
Pholiota astragalina,6
Pholiota pityrodes,6
Phoma nummularis,6
Phomopsis lavandulae,6
Phomopsis oblita,6
Phomopsis salicina,6
Phragmocephala stemphylioides,6
Phyllosticta ajugae,6
Phyllosticta berberidis,6
Phyllosticta magnoliae,6
Phyllosticta rhamni,6
Physarum bethelii,6
Physarum scoticum,6
Physospermum cornubiense,6
Phytophthora cinnamomi,6
Placidium rufescens,6
Plateumaris bracata,6
Pleospora valesiaca,6
Pleurotellus dictyorhizus,6
Pluteus robertii,6
Podospora globosa,6
Polyporus fibula,6
Porina leptalea,6
Potamogeton polygonifolius,6
Potentilla,6
Prunus pissardii,6
Psathyrella gordonii,6
Pseudocercospora deightonii,6
Pseudoclitocybe obbata,6
Pseudogymnoascus roseus,6
Pseudoidium hortensiae,6
Pseudolasiobolus minutissimus,6
Pseudophaeophleospora atkinsonii,6
Pseudoseptoria stomaticola,6
Pseudotrichia viburnicola,6
Pseudovalsa modonia,6
Pseudovalsella thelebola,6
Psoroma hypnorum,6
Pteroconium intermedium,6
Puccinellia maritima,6
Puccinia asperulae-odoratae,6
Puccinia ljulinica,6
Puccinia longissima,6
Pucciniales,6
Pyrenopeziza maculata,6
Pyrenopeziza solidaginis,6
Pyrus cordata,6
Pyxidiophora petchii,6
Quercus canariensis,6
Quercus cerris x suber = Q. x crenata,6
Ramularia alnicola,6
Ramularia bryoniae,6
Ramularia coleosporii,6
Ramularia moehringiae,6
Resinoscypha variepilosa,6
Rhachomyces philonthinus,6
Rhizocarpon polycarpum,6
Rhizocybe pruinosa,6
Rhizophydium carpophilum,6
Rhizopogon villosulus,6
Rhus typhina,6
Rhytidiadelphus,6
Rinodina isidioides,6
Rosa rubiginosa,6
Rosellinia,6
Rubus armeniacus,6
Rubus longus,6
Rubus rossensis,6
Rumex maritimus,6
Ruscus,6
Russula atroglauca,6
Russula emeticicolor,6
Russula fusca,6
Russula lepidicolor,6
Russula virginea,6
Rutstroemia rhenana,6
Rutstroemia rubi,6
Ryparobius cookei,6
Saccobolus obscurus,6
Salicornia ramosissima,6
Sanguisorba,6
Schizothecium fimbriatum,6
Schizothecium squamulosum,6
Scirrhia castagnei,6
Scolecobasidium,6
Scutellaria galericulata,6
Secoliga jenensis,6
Selenosporella,6
Senecio smithii,6
Septomyxa tulasnei,6
Septoria bellidis,6
Septoria lactucae,6
Septoria lunariae,6
Septoria matricariae,6
Septoria menyanthis,6
Serendipita orliensis,6
Sertulicium granuliferum,6
Seuratia millardetii,6
Sisymbrium orientale,6
Smyrnium perfoliatum,6
Sorosphaerula veronicae,6
Spartina,6
Spartium junceum,6
Sphaerellothecium parietinarium,6
Sphaerosporella hinnulea,6
Sphaerulina oxyacanthae,6
Sphaerulina quercicola,6
Sphagnum palustre,6
Sporidesmiella claviformis,6
Sporidesmium clarkii,6
Sporidesmium salinum,6
Sporormia fimetaria,6
Sporormia longipes,6
Sporormiella vexans,6
Sporotrichum,6
Stagonospora fuckelii,6
Stagonospora sparganii,6
Stellaria pallida,6
Stellaria palustris,6
Stemonitis,6
Stenocybe pullatula,6
Stereocaulon pileatum,6
Stictographa lentiginosa,6
Stigmatea ostruthii,6
Stilbospora macrosperma,6
Stilbospora meridionalis,6
Strossmayeria viridiatra,6
Stypella,6
Subulicystidium perlongisporum,6
Suillus placidus,6
Synalissa ramulosa,6
Taeniolella pulvillus,6
Taphrophila cornu-capreoli,6
Tephrocybe platypus,6
Thelidium decipiens,6
Tomentella asperula,6
Tomentella puberula,6
Topospora proboscidea,6
Torula,6
Tranzschelia,6
Tranzschelia thalictri,6
Trapelia glebulosa,6
Trapelia obtegens,6
Trechispora amianthina,6
Trechispora clancularis,6
Tremella obscura,6
Tricholoma albellum,6
Tricholoma pseudonictitans,6
Tricholoma triste,6
Trichopezizella barbata,6
Trichophaea pseudogregaria,6
Trichophaea sublivida,6
Trichormus catenula,6
Trichosphaeria pilosa,6
Tripleurospermum maritimum,6
Typhula erumpens,6
Unguiculella eurotioides,6
Urocystis floccosa,6
Usnea,6
Usnea articulata,6
Venturia oleaginea,6
Venturia radiosa,6
Veronaea,6
Veronica polita,6
Wuestneia chrysostroma,6
Xylaria arbuscula,6
Xylaria hippotrichoides,6
Xylariales,6
Xylohypha pinicola,6
Zasmidium lythri,6
Abrothallus microspermus,5
Abrothallus prodiens,5
Abrothallus welwitschii,5
Acer pseudoplatanus 'Brilliantissimum',5
Acer tataricum,5
Acrodontium hydnicola,5
Acrogenospora,5
Agaricus endoxanthus,5
"Agaricus moellerianus non Agaricus floccipes Fr., 1838",5
Agaricus pampeanus,5
Agaricus xantholepis,5
Aleuria congrex,5
Alliaria,5
Allophylaria basalifusca,5
Amanita reidiana,5
Amauroascus albicans,5
Amicodisca virella,5
Amphirosellinia evansii,5
Anthracoidea pratensis,5
Antrodia heteromorpha,5
